Date,Time,Project,Activity_Description,Count,Manpower,Total_Downloads
07/04/2026,02:33 PM,PVVNL,New service Connection,532,1109,1696
07/04/2026,02:33 PM,PVVNL,O & M,113,1109,1696
07/04/2026,02:33 PM,PVVNL,DT Survey,93,1109,1696
07/04/2026,02:33 PM,PVVNL,Feeder Survey,1,1109,1696
07/04/2026,02:33 PM,PVVNL,DT O&M,4,1109,1696
07/04/2026,05:03 PM,PVVNL,CMI through MI,1687,1323,2056
07/04/2026,05:03 PM,PVVNL,CMI through CI,2003,1323,2056
07/04/2026,05:03 PM,PVVNL,CI,461,1323,2056
07/04/2026,05:03 PM,PVVNL,New service Connection,768,1323,2056
07/04/2026,05:03 PM,PVVNL,O & M,136,1323,2056
07/04/2026,05:03 PM,PVVNL,DT Survey,125,1323,2056
07/04/2026,05:03 PM,PVVNL,Feeder Survey,3,1323,2056
07/04/2026,05:03 PM,PVVNL,DT O&M,10,1323,2056
07/04/2026,05:03 PM,MVVVNL,CMI,1595,913,1175
07/04/2026,05:03 PM,MVVVNL,Consumer Indexing,1246,913,1175
07/04/2026,05:03 PM,MVVVNL,DT Meter Installation,31,913,1175
07/04/2026,05:03 PM,MVVVNL,DT O&M,11,913,1175
07/04/2026,05:03 PM,MVVVNL,DT Survey,39,913,1175
07/04/2026,05:03 PM,MVVVNL,Feeder O&M,1,913,1175
07/04/2026,05:03 PM,MVVVNL,Meter Installation,1082,913,1175
07/04/2026,05:03 PM,MVVVNL,New service Connection,516,913,1175
07/04/2026,05:03 PM,MVVVNL,O & M,590,913,1175
07/04/2026,05:09 PM,MGVCL,New service Connection,348,407,545
07/04/2026,05:09 PM,MGVCL,Meter Installation,1658,407,545
07/04/2026,05:09 PM,MGVCL,Ticket Creation,23,407,545
07/04/2026,05:09 PM,MGVCL,O & M,111,407,545
07/04/2026,05:09 PM,MGVCL,DT Survey,70,407,545
07/04/2026,05:09 PM,MGVCL,Consumer Indexing,1,407,545
07/04/2026,05:09 PM,MGVCL,DT O&M,21,407,545
07/04/2026,05:09 PM,MGVCL,DT Meter Installation,47,407,545
07/04/2026,05:19 PM,DGVCL,DT Meter Installation,61,394,520
07/04/2026,05:19 PM,DGVCL,DT Survey,68,394,520
07/04/2026,05:19 PM,DGVCL,Merged CI MI,1358,394,520
07/04/2026,05:19 PM,DGVCL,Meter Installation MI,354,394,520
07/04/2026,05:19 PM,DGVCL,New service Connection,674,394,520
07/04/2026,05:19 PM,DGVCL,O & M,24,394,520
07/04/2026,05:19 PM,DGVCL,Ticket Creation,1,394,520
07/04/2026,05:23 PM,APDCL7,New service Connection,79,399,716
07/04/2026,05:23 PM,APDCL7,Meter Installation[MI],775,399,716
07/04/2026,05:23 PM,APDCL7,O & M,240,399,716
07/04/2026,05:23 PM,APDCL7,DT OM,16,399,716
07/04/2026,05:24 PM,Polaris,Consumer 1 PH   3 PH OM,87,1153,1355
07/04/2026,05:24 PM,Polaris,Consumer Indexing CI,3337,1153,1355
07/04/2026,05:24 PM,Polaris,DTR Meter Installation,71,1153,1355
07/04/2026,05:24 PM,Polaris,DTR Survey,41,1153,1355
07/04/2026,05:24 PM,Polaris,HSE Declaration Form,846,1153,1355
07/04/2026,05:24 PM,Polaris,Meter Installation MI,2637,1153,1355
07/04/2026,05:24 PM,Polaris,New service Connection,441,1153,1355
07/04/2026,05:24 PM,Polaris,Preliminary DTR Survey ,3,1153,1355
07/04/2026,05:24 PM,Polaris,Re-Allocation,1,1153,1355
07/04/2026,05:24 PM,Polaris,Screening,8,1153,1355
07/04/2026,05:24 PM,GVPR,DT Meter Installation,147,41,57
07/04/2026,05:24 PM,GVPR,DT Survey,89,41,57
07/04/2026,05:24 PM,GVPR,NSC MI,5,41,57
07/04/2026,05:24 PM,GVPR,O and M GF (DT),2,41,57
07/04/2026,05:28 PM,PVVNL,CMI through MI,1808,1351,2062
07/04/2026,05:28 PM,PVVNL,CMI through CI,2087,1351,2062
07/04/2026,05:28 PM,PVVNL,CI,483,1351,2062
07/04/2026,05:28 PM,PVVNL,New service Connection,805,1351,2062
07/04/2026,05:28 PM,PVVNL,O & M,140,1351,2062
07/04/2026,05:28 PM,PVVNL,DT Survey,127,1351,2062
07/04/2026,05:28 PM,PVVNL,Feeder Survey,3,1351,2062
07/04/2026,05:28 PM,PVVNL,DT O&M,10,1351,2062
07/04/2026,05:28 PM,MVVVNL,CMI,1687,929,1181
07/04/2026,05:28 PM,MVVVNL,Consumer Indexing,1317,929,1181
07/04/2026,05:28 PM,MVVVNL,DT Meter Installation,34,929,1181
07/04/2026,05:28 PM,MVVVNL,DT O&M,12,929,1181
07/04/2026,05:28 PM,MVVVNL,DT Survey,40,929,1181
07/04/2026,05:28 PM,MVVVNL,Feeder O&M,1,929,1181
07/04/2026,05:28 PM,MVVVNL,Meter Installation,1340,929,1181
07/04/2026,05:28 PM,MVVVNL,New service Connection,538,929,1181
07/04/2026,05:28 PM,MVVVNL,O & M,621,929,1181
07/04/2026,08:50 PM,MVVVNL,CMI,2039,1001,1208
07/04/2026,08:50 PM,MVVVNL,Consumer Indexing,1567,1001,1208
07/04/2026,08:50 PM,MVVVNL,DT Meter Installation,49,1001,1208
07/04/2026,08:50 PM,MVVVNL,DT O&M,24,1001,1208
07/04/2026,08:50 PM,MVVVNL,DT Survey,41,1001,1208
07/04/2026,08:50 PM,MVVVNL,Feeder O&M,1,1001,1208
07/04/2026,08:50 PM,MVVVNL,Meter Installation,1770,1001,1208
07/04/2026,08:50 PM,MVVVNL,New service Connection,693,1001,1208
07/04/2026,08:50 PM,MVVVNL,O & M,722,1001,1208
07/04/2026,08:52 PM,PVVNL,CMI through MI,2168,1419,2098
07/04/2026,08:52 PM,PVVNL,CMI through CI,2263,1419,2098
07/04/2026,08:52 PM,PVVNL,CI,557,1419,2098
07/04/2026,08:52 PM,PVVNL,New service Connection,901,1419,2098
07/04/2026,08:52 PM,PVVNL,O & M,209,1419,2098
07/04/2026,08:52 PM,PVVNL,DT Survey,132,1419,2098
07/04/2026,08:52 PM,PVVNL,Feeder Survey,3,1419,2098
07/04/2026,08:52 PM,PVVNL,DT O&M,13,1419,2098
07/04/2026,08:55 PM,MGVCL,New service Connection,502,479,601
07/04/2026,08:55 PM,MGVCL,Meter Installation,2503,479,601
07/04/2026,08:55 PM,MGVCL,Ticket Creation,24,479,601
07/04/2026,08:55 PM,MGVCL,O & M,199,479,601
07/04/2026,08:55 PM,MGVCL,DT Survey,81,479,601
07/04/2026,08:55 PM,MGVCL,Consumer Indexing,1,479,601
07/04/2026,08:55 PM,MGVCL,DT O&M,21,479,601
07/04/2026,08:55 PM,MGVCL,DT Meter Installation,70,479,601
07/04/2026,08:56 PM,PVVNL,CMI through MI,2168,1419,2098
07/04/2026,08:56 PM,PVVNL,CMI through CI,2263,1419,2098
07/04/2026,08:56 PM,PVVNL,CI,557,1419,2098
07/04/2026,08:56 PM,PVVNL,New service Connection,901,1419,2098
07/04/2026,08:56 PM,PVVNL,O & M,209,1419,2098
07/04/2026,08:56 PM,PVVNL,DT Survey,132,1419,2098
07/04/2026,08:56 PM,PVVNL,Feeder Survey,3,1419,2098
07/04/2026,08:56 PM,PVVNL,DT O&M,13,1419,2098
07/04/2026,08:57 PM,DGVCL,DT Meter Installation,86,443,543
07/04/2026,08:57 PM,DGVCL,DT Survey,78,443,543
07/04/2026,08:57 PM,DGVCL,Merged CI MI,1607,443,543
07/04/2026,08:57 PM,DGVCL,Meter Installation MI,480,443,543
07/04/2026,08:57 PM,DGVCL,New service Connection,892,443,543
07/04/2026,08:57 PM,DGVCL,O & M,33,443,543
07/04/2026,08:57 PM,DGVCL,Ticket Creation,1,443,543
07/04/2026,08:57 PM,Polaris,Consumer 1 PH   3 PH OM,111,1197,1385
07/04/2026,08:57 PM,Polaris,Consumer Indexing CI,3625,1197,1385
07/04/2026,08:57 PM,Polaris,DTR Meter Installation,91,1197,1385
07/04/2026,08:57 PM,Polaris,DTR Survey,41,1197,1385
07/04/2026,08:57 PM,Polaris,HSE Declaration Form,870,1197,1385
07/04/2026,08:57 PM,Polaris,Meter Installation MI,3414,1197,1385
07/04/2026,08:57 PM,Polaris,New service Connection,565,1197,1385
07/04/2026,08:57 PM,Polaris,Preliminary DTR Survey ,3,1197,1385
07/04/2026,08:57 PM,Polaris,Re-Allocation,1,1197,1385
07/04/2026,08:57 PM,Polaris,Screening,23,1197,1385
07/04/2026,08:58 PM,GVPR,DT Meter Installation,160,42,57
07/04/2026,08:58 PM,GVPR,DT Survey,92,42,57
07/04/2026,08:58 PM,GVPR,NSC MI,7,42,57
07/04/2026,08:58 PM,GVPR,O and M GF (DT),2,42,57
07/04/2026,08:58 PM,GVPR,Solar Meter Installation,1,42,57
07/04/2026,08:58 PM,PVVNL,CMI through MI,2168,1419,2098
07/04/2026,08:58 PM,PVVNL,CMI through CI,2263,1419,2098
07/04/2026,08:58 PM,PVVNL,CI,557,1419,2098
07/04/2026,08:58 PM,PVVNL,New service Connection,901,1419,2098
07/04/2026,08:58 PM,PVVNL,O & M,209,1419,2098
07/04/2026,08:58 PM,PVVNL,DT Survey,132,1419,2098
07/04/2026,08:58 PM,PVVNL,Feeder Survey,3,1419,2098
07/04/2026,08:58 PM,PVVNL,DT O&M,13,1419,2098
07/04/2026,08:59 PM,APDCL7,New service Connection,108,563,765
07/04/2026,08:59 PM,APDCL7,Meter Installation[MI],1308,563,765
07/04/2026,08:59 PM,APDCL7,O & M,426,563,765
07/04/2026,08:59 PM,APDCL7,DT OM,28,563,765
07/04/2026,08:59 PM,Polaris,Consumer 1 PH   3 PH OM,111,1198,1385
07/04/2026,08:59 PM,Polaris,Consumer Indexing CI,3626,1198,1385
07/04/2026,08:59 PM,Polaris,DTR Meter Installation,91,1198,1385
07/04/2026,08:59 PM,Polaris,DTR Survey,41,1198,1385
07/04/2026,08:59 PM,Polaris,HSE Declaration Form,871,1198,1385
07/04/2026,08:59 PM,Polaris,Meter Installation MI,3415,1198,1385
07/04/2026,08:59 PM,Polaris,New service Connection,565,1198,1385
07/04/2026,08:59 PM,Polaris,Preliminary DTR Survey ,3,1198,1385
07/04/2026,08:59 PM,Polaris,Re-Allocation,1,1198,1385
07/04/2026,08:59 PM,Polaris,Screening,23,1198,1385
07/04/2026,08:59 PM,GVPR,DT Meter Installation,160,42,57
07/04/2026,08:59 PM,GVPR,DT Survey,92,42,57
07/04/2026,08:59 PM,GVPR,NSC MI,7,42,57
07/04/2026,08:59 PM,GVPR,O and M GF (DT),2,42,57
07/04/2026,08:59 PM,GVPR,Solar Meter Installation,1,42,57
08/04/2026,12:43 PM,PVVNL,CMI through MI,231,633,1790
08/04/2026,12:43 PM,PVVNL,CMI through CI,319,633,1790
08/04/2026,12:43 PM,PVVNL,CI,139,633,1790
08/04/2026,12:43 PM,PVVNL,New service Connection,312,633,1790
08/04/2026,12:43 PM,PVVNL,O & M,31,633,1790
08/04/2026,12:43 PM,PVVNL,DT Survey,89,633,1790
08/04/2026,12:43 PM,PVVNL,DT O&M,1,633,1790
08/04/2026,01:43 PM,PVVNL,CMI through MI,636,835,1861
08/04/2026,01:43 PM,PVVNL,CMI through CI,664,835,1861
08/04/2026,01:43 PM,PVVNL,CI,146,835,1861
08/04/2026,01:43 PM,PVVNL,New service Connection,432,835,1861
08/04/2026,01:43 PM,PVVNL,O & M,47,835,1861
08/04/2026,01:43 PM,PVVNL,DT Survey,113,835,1861
08/04/2026,01:43 PM,PVVNL,DT O&M,4,835,1861
08/04/2026,01:43 PM,PVVNL,DT Meter Installation,34,835,1861
08/04/2026,03:35 PM,DGVCL,DT Meter Installation,102,277,432
08/04/2026,03:35 PM,DGVCL,DT Survey,112,277,432
08/04/2026,03:35 PM,DGVCL,Merged CI MI,772,277,432
08/04/2026,03:35 PM,DGVCL,Meter Installation MI,194,277,432
08/04/2026,03:35 PM,DGVCL,New service Connection,446,277,432
08/04/2026,03:35 PM,DGVCL,O & M,34,277,432
08/04/2026,03:40 PM,APDCL7,New service Connection,47,327,653
08/04/2026,03:40 PM,APDCL7,Meter Installation[MI],631,327,653
08/04/2026,03:40 PM,APDCL7,O & M,203,327,653
08/04/2026,03:40 PM,APDCL7,DT OM,9,327,653
08/04/2026,03:40 PM,Polaris,Consumer 1 PH   3 PH OM,49,1065,1288
08/04/2026,03:40 PM,Polaris,Consumer Indexing CI,2575,1065,1288
08/04/2026,03:40 PM,Polaris,DTR Meter Installation,28,1065,1288
08/04/2026,03:40 PM,Polaris,DTR Survey,61,1065,1288
08/04/2026,03:40 PM,Polaris,HSE Declaration Form,794,1065,1288
08/04/2026,03:40 PM,Polaris,Meter Installation MI,1635,1065,1288
08/04/2026,03:40 PM,Polaris,New service Connection,435,1065,1288
08/04/2026,03:40 PM,Polaris,Preliminary DTR Survey ,5,1065,1288
08/04/2026,03:40 PM,Polaris,Re-Allocation,5,1065,1288
08/04/2026,03:40 PM,Polaris,Screening,16,1065,1288
08/04/2026,03:41 PM,GVPR,DT Meter Installation,60,26,33
08/04/2026,03:41 PM,GVPR,DT Survey,61,26,33
08/04/2026,03:41 PM,GVPR,NSC MI,2,26,33
08/04/2026,03:41 PM,GVPR,O and M GF (DT),3,26,33
08/04/2026,04:33 PM,PVVNL,CMI through MI,1285,1155,1717
08/04/2026,04:33 PM,PVVNL,CMI through CI,1359,1155,1717
08/04/2026,04:33 PM,PVVNL,CI,157,1155,1717
08/04/2026,04:33 PM,PVVNL,New service Connection,713,1155,1717
08/04/2026,04:33 PM,PVVNL,O & M,79,1155,1717
08/04/2026,04:33 PM,PVVNL,DT Survey,170,1155,1717
08/04/2026,04:33 PM,PVVNL,DT O&M,4,1155,1717
08/04/2026,04:39 PM,PVVNL,CMI through MI,1300,1169,1719
08/04/2026,04:39 PM,PVVNL,CMI through CI,1386,1169,1719
08/04/2026,04:39 PM,PVVNL,CI,158,1169,1719
08/04/2026,04:39 PM,PVVNL,New service Connection,726,1169,1719
08/04/2026,04:39 PM,PVVNL,O & M,81,1169,1719
08/04/2026,04:39 PM,PVVNL,DT Survey,171,1169,1719
08/04/2026,04:39 PM,PVVNL,DT O&M,4,1169,1719
08/04/2026,04:39 PM,PVVNL,CMI through MI,1301,1170,1720
08/04/2026,04:39 PM,PVVNL,CMI through CI,1388,1170,1720
08/04/2026,04:39 PM,PVVNL,CI,159,1170,1720
08/04/2026,04:39 PM,PVVNL,New service Connection,727,1170,1720
08/04/2026,04:39 PM,PVVNL,O & M,81,1170,1720
08/04/2026,04:39 PM,PVVNL,DT Survey,171,1170,1720
08/04/2026,04:39 PM,PVVNL,DT O&M,4,1170,1720
08/04/2026,04:43 PM,PVVNL,CMI through MI,1314,1175,1720
08/04/2026,04:43 PM,PVVNL,CMI through CI,1408,1175,1720
08/04/2026,04:43 PM,PVVNL,CI,160,1175,1720
08/04/2026,04:43 PM,PVVNL,New service Connection,738,1175,1720
08/04/2026,04:43 PM,PVVNL,O & M,81,1175,1720
08/04/2026,04:43 PM,PVVNL,DT Survey,172,1175,1720
08/04/2026,04:43 PM,PVVNL,DT O&M,4,1175,1720
08/04/2026,04:45 PM,PVVNL,CMI through MI,1317,1178,1721
08/04/2026,04:45 PM,PVVNL,CMI through CI,1417,1178,1721
08/04/2026,04:45 PM,PVVNL,CI,161,1178,1721
08/04/2026,04:45 PM,PVVNL,New service Connection,739,1178,1721
08/04/2026,04:45 PM,PVVNL,O & M,81,1178,1721
08/04/2026,04:45 PM,PVVNL,DT Survey,172,1178,1721
08/04/2026,04:45 PM,PVVNL,DT O&M,4,1178,1721
08/04/2026,04:46 PM,PVVNL,CMI through MI,1318,1179,1722
08/04/2026,04:46 PM,PVVNL,CMI through CI,1419,1179,1722
08/04/2026,04:46 PM,PVVNL,CI,161,1179,1722
08/04/2026,04:46 PM,PVVNL,New service Connection,740,1179,1722
08/04/2026,04:46 PM,PVVNL,O & M,81,1179,1722
08/04/2026,04:46 PM,PVVNL,DT Survey,172,1179,1722
08/04/2026,04:46 PM,PVVNL,DT O&M,4,1179,1722
08/04/2026,04:55 PM,PVVNL,CMI through MI,1352,1189,1727
08/04/2026,04:55 PM,PVVNL,CMI through CI,1442,1189,1727
08/04/2026,04:55 PM,PVVNL,CI,163,1189,1727
08/04/2026,04:55 PM,PVVNL,New service Connection,751,1189,1727
08/04/2026,04:55 PM,PVVNL,O & M,85,1189,1727
08/04/2026,04:55 PM,PVVNL,DT Survey,172,1189,1727
08/04/2026,04:55 PM,PVVNL,Feeder Survey,1,1189,1727
08/04/2026,04:55 PM,PVVNL,DT O&M,4,1189,1727
08/04/2026,04:56 PM,APDCL7,New service Connection,55,372,769
08/04/2026,04:56 PM,APDCL7,Meter Installation[MI],776,372,769
08/04/2026,04:56 PM,APDCL7,O & M,272,372,769
08/04/2026,04:56 PM,APDCL7,DT OM,9,372,769
08/04/2026,04:58 PM,PVVNL,CMI through MI,1364,1193,1728
08/04/2026,04:58 PM,PVVNL,CMI through CI,1453,1193,1728
08/04/2026,04:58 PM,PVVNL,CI,163,1193,1728
08/04/2026,04:58 PM,PVVNL,New service Connection,754,1193,1728
08/04/2026,04:58 PM,PVVNL,O & M,85,1193,1728
08/04/2026,04:58 PM,PVVNL,DT Survey,173,1193,1728
08/04/2026,04:58 PM,PVVNL,Feeder Survey,1,1193,1728
08/04/2026,04:58 PM,PVVNL,DT O&M,4,1193,1728
